"SK_MATRICULA";"NM_LOCALIDADE";"NM_CATEGORIATARIFARIA";"NM_SITUACAO_IMOVEL";"NN_MORADORES";"ST_PISCINA";"LAT_GEO";"LONG_GEO"
CDF29D40FA79EF05156F0DA5B92951CF301ACC1E7850A759B416E8EC458835C8;SALVADOR UMB;RESIDENCIAL;HABITADO;7;0;-12.934897;-38.369788
E4D4AB089E7157D9A27FF5356ACCBB5C8C01FE7B04387D886434456D75B1B3A8;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.937901;-38.355806
B76F0C28AF4228A27F0DA5B5B054F57514D0CB26FB1ADA4E57354B9D9DEDABBC;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.943133;-38.363854
"68977FFE0EBA40CA06017151F507E36C0C604F1D6238A82852ACC92D17654C83";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;;
"7C11B99B27B1363A6F1EAF319C56E7A657D311C9276A53A383AC36A04792C651";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;;
B412667B091BEB418C96D9A1D196440F37CB021DC20A1F3DD222C23A6CF3FF22;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.934939;-38.362576
C5CE0A1FA283C24C38AE2D95E8EAB05BE139386E0E7274388015F0EED8BFECCC;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.932711;-38.368873
"1926A66ED794B22C9AFCCBE7C7F51191A82073E6239E6FFB6DB2322BC8D0D456";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.942121;-38.362025
C4905FC28245A5B1701BCC3CB592EB68DD8CACF29DF7944C831F8453F5A6C98D;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.9424;-38.361893
"72E8E1D59E643108C6636BE7B78002A75A7516228E9182B21441C87844BF0597";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.943568;-38.362557
"0F10A232F6C56A1D0C1E69599611848EFA1DC23F90EB40EE48ACC98F4B69DF42";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;;
AB476ABC3BA7B14A06CC6EE5EF0C42745EFDF2746FD42D57CBDB96E159C54576;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;;
"506CA3649253F5D2709C8C3FB0DB583BFBCAE1E9D8517360FD1ED15CF3B1F40F";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.935601;-38.359336
D5A126F4200C6D99567E60DAE1F5CFEC9DB91F63CEC5CB0FB103EF6E9135187D;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.933663;-38.364138
"5EB1BF583006DDD6565C52948BCF141A4CBBDEC021B72AC28744DCE69AE2AAE8";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;;
FF57E92670B09AF40866144CECB7E6BA2F5FDAD2355CF3D1FD467A7969BC037F;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;;
FC3DDB32ED48A0C68EBB954C1A3598CBE0F04ED8DF8DF758805DB960E924A38D;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.949312;-38.368551
"47BA922A0B597AD147AAEA9A4CB7A99E3FF59D2211C8176F56AB49EFB92464F8";SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.948659;-38.368534
"1CEB20E2BB2959B11A269DA5FDEBBE35754CB192763CCA304C9DF4DB65AC6DA7";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.949571;-38.368381
F53FA1D50022182092F2E2804EADEDD2C39E3F9A0182D409E98CB7C901E15192;SALVADOR UMB;RESIDENCIAL;HABITADO;7;0;-12.948675;-38.368318
"142FE6412CAB1A70F0CE4000CAD1688A1A8EAFE9B9BD2B434E24E1890498114C";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.948511;-38.367776
"793FB606F76535EF8A170FAB534CA4D653E892CC5C36628B9298CDC4B79B2173";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.948167;-38.368451
"7E37B9878F27EA20B4C8BD716E72B35303C47334D57DE4094F790A6123737090";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.945686;-38.368495
"55811F0AA24C8068EA03F8EEB767C781B853E5B0000F399C6D9C610C666654BD";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945732;-38.368388
"874519E60265E5EFCBB143315B8C94913F9C91E51EAA133E8FACA0B06E210BA9";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.945808;-38.368016
"117804BA57952C241EA1AAD735D5AB9FB3218D8C7AA96AACEB5A34E3601D84D3";SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.946093;-38.368237
"19B777D982A7DCFC0AF7CADCEFB681FFAB26A7BF462F23E1B93575E6804FA754";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.947353;-38.368559
"44F2D11EAEA8A26BDA5B65AD6EF8792340C9A39363E61E84189ABDD8B336C3C5";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.94581;-38.368069
D3F5AC5E430D145253016E269C97C282760A6FB7CF7F255EC4C2409321DC827B;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.946522;-38.368165
"310AA6D4328D1E6726203D62E1859BA20704467FCEF4CD10658FBDD313188323";SALVADOR UMB;RESIDENCIAL;HABITADO;10;0;-12.946614;-38.368503
F936B2CC25FA02C4F585E1590C5299721822446D30208F180F748F5AC07ACD1F;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.946287;-38.368408
"44A986BE90D1D7FF16DC75861495B16D48653348E9D2598BA2B4A1A44B2FB2A3";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.946984;-38.36855
"03A24ED0C86C989C0134FC1D27A467AB3BE791F81E168C03F8BFBFB75F2C11A9";SALVADOR UMB;RESIDENCIAL;HABITADO;6;0;-12.948664;-38.369823
"9EADF0589F6E4EF105FD54D79EE22689A4C5F7F47E54719EDB7CFA20AA491DE3";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.948316;-38.369749
"3D7F62AF6A1034DEB9CB0EF2AE63B138705949D6FD14C3909F78509D2D6F4B07";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.948338;-38.369542
"22647DE21C30269BB40495919B5ACA99351C591480DB6186923B87CC18B25499";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.948686;-38.369563
"21E13B23678F4A93F630A960ACCB40DEDE6D30C24E60579A54A7F5ECCA12AEE3";SALVADOR UMB;RESIDENCIAL;HABITADO;6;0;-12.949077;-38.369454
"0D7F553BD063F23CAD03DC7CB4040D30080A4E64A3A2994822D0471367A4A083";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.949312;-38.369432
"068D0BB9E4E133ED81F52C886CC9DC223651027A243415199607EDAF709903DC";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945245;-38.363042
"9ABB09FC3C5336E26F0A017BC6AC57C6CA0F3AC1F75B5CE50E78818C02161286";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945377;-38.362808
"6A7039279D250711BA6B826B16941DFF89E72BBA110693B277093AE4DCA1DD18";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.945931;-38.362685
"7A503FFC47F898E00BF5D2C82AADA10D374BE1EC40BB9214C50C946D6B961561";SALVADOR UMB;RESIDENCIAL;HABITADO;9;0;-12.945394;-38.361924
C519C0B4B015D47365EBFB7451C3E4C5E323B99198F9CAA29905249B0107C7D5;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.944898;-38.362484
A396D72B6F35497DE5F95AE5AE0C0A9639955705CE767C4039410B3152B89F04;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945152;-38.362313
ACB7CA3309CD5DE63A6C5A9778EECF385885F3210E0A2DF71C9259E32C90741E;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.948479;-38.369863
"53593E9DC65AEA51D13BFBC643E6C5FD4CB9A4CA1F6E11CA8ED1F7688A4E46A3";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.948814;-38.370093
"1627595D5A8ADA684798641C69983CF7175E499AD3D15CD7DCB9DC1106362BA7";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.949314;-38.369885
E21DAF01556460BB177EFAAA53892CDE10B32A3460CEC2D6F72DF8541287FB68;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.946571;-38.369438
"59C66BE5764F8CEC0E60A6129AF3F0FB3DBFEE1B50CFE90F6B671243C8B44EE3";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945942;-38.370027
"318F569F5044815747A0237A83640E74092F125C6A649EC44A41D1F779220F13";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946854;-38.370418
"21D22FBB37EC6C4C6FD635BE215E7317F40CB465CDB85E2CDD93446EA02B306C";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946882;-38.371191
"04BA65F5AFF7E6E1F910EE7540CC1601A252D6E28F69421D4AA528A9C5D76BDC";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.94737;-38.369986
"87CFBBEF3F8A4A9FFD002FF7CE409B4A40350CADE73B512E29F08D5564A4079C";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.949042;-38.363801
"8C321B69996B3CB7AF5F2582B7140B9FF1E0E901263533306082FBF70C4D5541";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.948719;-38.36399
"6271DF8242F69BD27199FD3C0ACAA669A3B81F64A3E9A78483B2B6FDA17C21F4";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.948972;-38.362988
C06F088995A945B1CFD9B8A23ABEBEA75BFD27D17C6F8941E37C61F89CE70821;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.948994;-38.363305
"9F44959350D02EB4407FD61B6AAF37A9A2E07DEA066F9A4FAAD08904D7FA2BD1";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946408;-38.363639
FEF788548254E6289EE9348E8B60EC86E2A1EEA011B7303FB815F6922488E56D;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946621;-38.362961
C4D571D84FFD8EB4FE8BE535D0B0744F57F71D2D98B0FE9147C63565643101F1;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.947208;-38.364472
"732D53B808197C89EE949C7019416168BD65D92207A2FBCB4CAA1C58E05AD9EF";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946887;-38.364485
"50F431888C37865B5A1FECF936F7EE70C3728FCBDEB5AB9F1D266D44AD2B26E5";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.946476;-38.364754
A8763FEEC0F4D66A0B59D08704EF27BBA82EA600F175AAAE5F2464286BCDB2F2;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945489;-38.363056
D1FB13EF4477340D95097D3CCE882063E6432C7F52014368F9C278A886004A78;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945406;-38.363074
"6E992928DAEA00F919DBCE5138ACE33F1603A58DCBDB1D0FFEDA4BE2AC2A27B2";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.948997;-38.364914
EEF5714440CD25A5A0FEEE5CEAC219C33711EC1A72C76CCB2DEA71B0ED054218;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.9491;-38.365322
B2529C9CA8D1C3C95E3413B3DDE3657144445292FB105D033A077AB667277ECA;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.950012;-38.363219
"14BB7989B26F5F7707E28047748907BFC4ACD12FF23699D3131B3CB2A9681CCA";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.949057;-38.363007
"710BE3E57892CDA90B5AAFCA6DA6471FE1BCC4FF70B628FB4EF23BA529A9FB22";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947398;-38.364571
"6D24284AA426B7FFE6C1B21A691B6C3FE61B6DDFE75A5B31E31620A553A6D7CB";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.94795;-38.367413
A3D9B17C7669576319532A47D97BBD7F225158406BCF4655963D005DCC91CE92;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.948669;-38.366828
"08D97131894A0B89D13CB6095A127B1D1CFD1592AEE0215E328E5AB2EC896770";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.948519;-38.367002
AE881D917E74FD779F435A47FB525F1146C53D0627D0344A29AE669D89DA33AD;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.947549;-38.366462
EF1CFFDD9E68A8A6C8A060BF164856350467E3D628623A9C8B120940DA2787E0;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.945903;-38.3639
"38DB7CC6C1C32D2546BC806C2B68EB51F6C405A746A1457A7959FA855B868977";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.946953;-38.362849
"64422A6AC5DEE2C1F05CDE849A32D71A68BB5563B5F2217838F0ACEEE3FABE71";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947162;-38.364465
F68E68F0BADECC43B03C57A8DF6689801D990003E2D983824DEEA07875E5223E;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.946607;-38.364773
"31DEC7E4530E29F7B1D084D74D655E350D7B61F356184C1A6D50287A7314CCC3";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946685;-38.364115
BD55E5C377790ADC1CC70ABF4E2D62F3FB34B4A15E50B4CDDD2ED65AEDDFC659;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.946859;-38.364148
"168C569B8235A84FCA5ECB5E0F1E3BD30F9C0E5C4D2CDB8F322DD2E08278ABE0";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.947391;-38.364284
"769646A47E105621C6BCE0C231B01E92D809762EB8C03C6773249B5732AC0019";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.946741;-38.3646
"23175DE1616CE912A2D42F12B745DF1944997C90A001D2B9CEC5637DEC52F2B7";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945843;-38.362682
"7F5ADBCE6DC8C44AA9D26283D2B01AE10333325F57BDDA03DD4B02576DB27307";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.94516;-38.361524
"8DA7A3C2DB4A6EE027DCF982A15C0901FD8C456D676F30D877F1C8DDF4C27F22";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945893;-38.361888
"51E4F87E71B70822A6A78AFCECF80A7529A4FBDA740F3247E1D3A6BCD7031FE9";SALVADOR UMB;RESIDENCIAL;HABITADO;8;0;-12.945908;-38.362141
"0FE2B0290693503EB926D4B0680FCAA984106950D8AA42E97A85FB7585911873";SALVADOR UMB;RESIDENCIAL;HABITADO;10;0;-12.945515;-38.36203
"678418AA6394C40BB227AA53DF3013DD4B0F4375920CC6B4315676DA617EEE59";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945446;-38.362627
DB001B915289DF03B4ECBFAEA96E2D7C9B774158C4392A1553750646D349AAF2;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.945424;-38.362631
DFCEC980CE625A3B67DDF95DBDF8B9C8F139350B3BE38C0EBAB43869AA705249;SALVADOR UMB;RESIDENCIAL;HABITADO;40;1;-12.952461;-38.353091
DA667071A488C0160F24B28872348EB03DBE766D639D6654F3879D6552F453CA;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945973;-38.361692
CFF2092A8C9515D119951AB33491F019D07ED75FF0931A89C8091A33C62188D5;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.946847;-38.361844
AD9F6D20DB54A1C719F3F9B1BBDC2CE286883A01D97B596D58178B3255BA66EF;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.946566;-38.362453
"528895AC44D009CDE644F30CB48BF832C88B312139E374F9334451CF1C02489D";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.949646;-38.361643
DBED354AB18A9446C0C9ACF0E5D7848093199BC8A21A86CED37D5D933AA98EBD;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.949618;-38.362222
F7B7065BF3C238E127CFB20E3E07A970C4D4B79419B4B240A7B0099391A12DC2;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.94769;-38.36042
A939FD419DCB7D38165A017A7E6277D1FF74D2469C23E7B23E79D245A7AEB651;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.946782;-38.360668
"92D57081A868D164B22153261E8DF3981ABAE0C9FB763E7014F63ABB916E5F95";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.947821;-38.366033
"4AA6B7CB39EB41E429ABFF6816805E46FC2E72AFC69CC3EEE9199866E266403C";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946995;-38.36457
F73AA4D26C3FF33916A35FEF515DCE88944098D239A9F5F2297A310E8572BCD1;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947849;-38.365547
"7F522F679E7A101DF6571974BD44C2A226A2E9F146DFC8B479291AEB3E27B754";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.954172;-38.358043
"57364855540E1C63A2786C0DBDDA6B6815181D779AEF69A01F061C4D1E762A2F";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.953601;-38.354851
"9C342BD7B250D56A287DB691219548BFDCF295AD6117BFC019B9D7BFD12176C2";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.952686;-38.355525
"86B66696AC14FAB94A7E0085BACB0310E51F261CFCE45983C69419400C823587";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.95286;-38.353377
"58D551BACB4C73E469985DB7A8C3B866053E45242A4CFB46F079B9C6431DCB5C";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.946862;-38.366069
"8DA6C8DA4AFCC98547C809686A60CF29F2D2EF0061BEEC648725D14A07F44D32";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945478;-38.365362
"5BBDFE89C65D8250E5638ECEB5A99BED0D37BE346D239FE17616EDDBF80F4A63";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.94549;-38.36514
C1161F2FE43AE51E9B835D0B472C2CE95FF7D432C33052C6B9E4C22946B083B5;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.954633;-38.356063
E71C5F8CBC8630DAFF6FCA36C8E7D8BFDBAD318893F351514724442C99F73DCD;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.938077;-38.35654
"8BAE5055B0003F7377315A71FAFFCDA1E861F2920A7E7A503F0FBECFF199C9CD";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.949515;-38.360069
"8BF89A6D7F0167F090CFAA39EB37F1DA768BBEAE582B06ADFA010FECAB2E12E3";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950617;-38.359697
D9FAC98832143E69E5034BC30E26097115F468AA50B14D8137C0962A47C8D209;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.941106;-38.365499
B1377AD27383DC00D93160FDCA08200BE35463BDDCB3837A65344A315DDAF6E1;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947187;-38.37378
B3ED114874DA8A002F51A3CBD8EDBF3CC1973CCBBB6C15C07DA77711297D93D1;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.947966;-38.372934
"65B149FFBC06DB00E4A8521F7765946CD43AB683D07785E2F88C50671473B2F7";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.948262;-38.372517
BFEFDB859A6F988ACB2945E00D9592BA3827C19AC9E1A164EC2F35084205CD3C;SALVADOR UMB;RESIDENCIAL;HABITADO;5;1;-12.950355;-38.3532
"7A34E437D4F8C6F47C530762939BBFCEED06DEC0EED9A830F4A36A73C33C96BF";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.949473;-38.352868
"3D6FC727939329B591CC847B743D180D86D965504BAF98F1708F1E3E6303825B";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947957;-38.35334
"4F07AA10B79D8BAEC4F6646B534BC580016ABD076772FDF16851FA168D3ACC96";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.949009;-38.354565
"8EB178F0F3250C79DAA6924F886F5BABB52EEC9517B96A8B3F4284579FFBC8A4";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.952396;-38.356824
"3EC5C4DF0A9C97EDFCA224FCA142E8B340A6D0674B1E35B6A4943F53BC5206C3";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.952299;-38.350433
"2F4E458C831DEFDCDC741386D07D11927577745D2DEC97CEA6E656BFD37DF9FD";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.949188;-38.366809
DF5A57F9F02A6642F1AD03BE8211A5F221B60DB9A710B629B5FCC6DE16389B5B;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.948444;-38.366179
FD4BD81C727ACE4FAD127BAB4E664A0F9937A54B8C2322E39465F56AFDC41A2D;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947163;-38.366426
DD619148102F72A6F7D718489ED260CA951E35B76A699F21526F222F6C9F5C5C;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.945124;-38.361882
"6FB6F14D362AB02561C13256291EDD4EF6819560C81B6B3A08ECB7BAFBEB79D6";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.945651;-38.362357
E8AB5041375A60F1734C2575F2BDC57B9B8375318322204CB65F668DBF2D858F;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.946652;-38.361965
D1835280F82F7AF50EFD5F61186F457AA42DE84AE0EFC4D34BB0884F8E2118AC;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.948937;-38.364739
A847B94FB10A65B284A1A13A88E572E1C5338E957E7638F482484924A7784131;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.948825;-38.365082
"9C15DBEC3A321681646790BDD8F66417589CCDAEC29E910366FDFCAC7344FA4D";SALVADOR UMB;RESIDENCIAL;HABITADO;18;0;-12.948572;-38.364503
CBD82C74535852FB8E2EBC721FF84ADD89E657F4181A67DF2A7BED72BD2D6F60;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.94894;-38.364939
"5A0BBC7750D4BF068EC008B782C7C5C001141B1F07E0E62E7015D73223EAB363";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.948748;-38.364159
B9AE9C64DE35C37C94DD5D861C82511CEFBE24DE1B80E456A94A931CA149186D;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.95046;-38.360678
C00CCB3C2BAA82979A2B6BBAAD401D879BC08B7AEDF8EF184F45B8F888B111DA;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950602;-38.360358
BE8012E25DA6073C92C6A55B884FAF037E35EE21ABA4323D4871BFE3FF788D50;SALVADOR UMB;RESIDENCIAL;HABITADO;5;0;-12.950022;-38.361152
C2C2E1EC1741B62384CB283F762E1FF718C36787385C56647BAE1F98F7A91AB5;SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.950647;-38.361808
E8CC114FC386744B4F39E3135557EF8FDA064CC743DFAD645A1D7F3C517066AA;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.950505;-38.360395
B3A9D3C1C2F571BDFFD7240F837BD7B4F1D877470D3BBD3EFBE101605058FF47;SALVADOR UMB;RESIDENCIAL;HABITADO;20;0;-12.953205;-38.353494
"75D017C80B1C6C4809772015BAA96A4E9A1D82DA581B032A55693CC77BC59D21";SALVADOR UMB;RESIDENCIAL;HABITADO;30;0;-12.954732;-38.35394
A0A9A6ED2CDED739DE29B38EDE3DE9CBA6B0161E41FF373047BF415CA5098B12;SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.955397;-38.353094
C58FEC449D63E25B24EB61F46528ADC693DE75371C2737E60F90AC3DF367F2E0;SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.94793;-38.365418
"02CD1160D22E61A1367B7D83277D784B656647D1E4A2B8F7BD8D417C3BAFB5BE";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.953221;-38.354519
"4E725BE0E292D84D6615ABD820D6B722F1626E9227BAD60787923D79AF9F213D";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.951573;-38.355715
"2071D19F709127176ABAD8EF4E2CA7CD39B81E25034064B13460803604F0B122";SALVADOR UMB;RESIDENCIAL;HABITADO;3;0;-12.951288;-38.355544
"343CEC43AADDD5CF6F7BECB1902F7A8D6A0D65ABE0238C92851B11D64AFAE55C";SALVADOR UMB;RESIDENCIAL;HABITADO;0;1;-12.955314;-38.355476
"6471AF1012A0E6623392216D6BBF81F0C424181DF791D658DEED27CCB3DCFAEE";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.948753;-38.36025
"3CB1C5174394882DB44A83FDB89869CB29F8F0E9C7E69A2FAFB5CF706E323B2D";SALVADOR UMB;RESIDENCIAL;HABITADO;7;0;-12.948447;-38.360271
"04E6BBF54EB561F37322AFC015E4B9D760A568900AB18F172905749A1F8822D5";SALVADOR UMB;RESIDENCIAL;HABITADO;4;1;-12.947593;-38.361483
"552ECF12A6C408DD352751B40EA6AFEEBF2D73135CD04BA8B5E3B29376CF1D85";SALVADOR UMB;RESIDENCIAL;HABITADO;2;0;-12.947968;-38.361447
"7332F2904DBED34C29918236830AD567260EB662F757F6C22400E247AF01CC52";SALVADOR UMB;RESIDENCIAL;HABITADO;6;0;-12.949014;-38.360673
"9B820A29C049033CEC4DE8BD894D0DB2442CBB2AF06FFE696C61FC305EB6353D";SALVADOR UMB;RESIDENCIAL;HABITADO;4;0;-12.948959;-38.360683
"2495369799F9D22315E968323E6D09DD1476982FCA387D05195219C7C5743C90";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.948251;-38.360584
"73A73A9A2781664B1765B0F3F8020BAA4F32066716377AAD7E4963E3D71BD0FC";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.946688;-38.362833
D7A13802D925393B111085E54747EBE017B444A380B59253C7E3191DEF342BAD;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.94678;-38.362152
"5361C382E7D102EEC7A42841889EDAA2C033A50EEDA3C22CF9154AC23A7333FE";SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.947092;-38.362694
E92177A0CE1BE6834A7B58557921F0464CDD7E09E82768B21643791003471E16;SALVADOR UMB;RESIDENCIAL;HABITADO;1;0;-12.949416;-38.361906
EA7C145DE3B5DDE288FAB14F1B07982CB05B7F852B0FDDCFF10619D5257B7C8B;SALVADOR UMB;RESIDENCIAL;HABITADO;6;0;-12.94935;-38.361674
"7E14E5A7BFC1DC489DA659806C474DA8AA5C682489AE9B4910F66A91842F2DB1";SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.94957;-38.361256
F72372550F2F9925108B957AD3018230A56F58197758117D0A0CBF90FCFCE3F7;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.949588;-38.362364
ECE70D9FDE01800FB752586AB6E86BBFEA54A036FDC85E6BC7128B9B2A2BDC80;SALVADOR UMB;RESIDENCIAL;HABITADO;0;0;-12.947395;-38.360985
DBDCA31E284A6FF4672028694BB4C088AAA07AEE6B860AA1DED7535B000076B3;SALVADOR UMB;RESIDENCIAL;HABITADO;10;0;-12.9475;-38.361106
